gene,hazard_ratio,p_value,fdr,mean_expression,sd_expression
LDHAL6B,1.163593027,0.289871837,0.519118632,1103.546506,2928.543591
SYNPO,1.02972748,0.836180876,0.917045324,226310.5893,281508.6012
ZNF556,1.104490422,0.483143944,0.688908683,3158.162624,6372.279762
MAL,0.935622921,0.639173299,0.797645942,25394.13073,119123.0454
RAB33B,1.471831434,0.007454585,0.082585387,75689.47874,31422.64349
THOP1,0.76844716,0.069711871,0.245982242,119860.9182,80811.41319
GAP43,1.094480162,0.524154368,0.719586756,6136.95302,15709.63083
LAMB2,0.925954596,0.587028391,0.762921786,1062487.396,580281.735
USP19,0.990062638,0.944224892,0.974123549,282326.3855,81502.24957
QARS1,0.729769927,0.027233433,0.153263799,966079.9545,312661.8569
SERF1A,1.021596692,0.87993516,0.940193548,870.9335912,1163.889098
KLF11,1.724246621,0.000225084,0.022269317,141310.6484,88070.93006
LRRC15,0.836090924,0.210464484,0.436266314,530591.4058,625955.3955
SMN1,0.928286232,0.598781492,0.769991799,38246.39548,16476.3987
EIF2AK3,1.15216377,0.317700608,0.546016868,172410.4796,73554.3563
KRCC1,0.966988199,0.815389875,0.90431072,564627.1583,212308.9401
NME6,0.980161489,0.887664095,0.943796943,94276.07602,30815.05137
CYCS,1.033290654,0.817809169,0.905356689,572727.784,346645.1573
CD8B,0.795767493,0.107957298,0.305950278,41444.3589,69038.3735
SLFN12,1.180852073,0.243505685,0.471734961,40087.60047,27725.10277
CALB2,1.255232009,0.111173625,0.31053095,262437.9714,737753.3905
CCL11,0.701207435,0.013570712,0.109258046,29280.6442,78339.79944
SNTB1,1.096828175,0.51487525,0.712067695,66900.81821,77231.99162
TEFM,0.993261425,0.961873794,0.982079023,48690.58972,19289.87645
MRPL13,1.090235465,0.541708522,0.730964876,265439.2979,212440.9909
MALT1,1.12958645,0.397902878,0.6186814,68268.4472,31444.90108
PRL,1.056331493,0.701669272,0.837825205,936.2775016,3857.269615
ISG20,0.652746432,0.003150102,0.057093829,68427.6145,67797.67229
ID4,1.054189509,0.710212022,0.842980181,318675.1519,618745.759
GPR22,1.233428662,0.142364402,0.353876141,1638.019016,14123.18332
CXCR6,0.757197977,0.053095824,0.211630534,27618.66763,34504.51962
CEBPB,0.962343869,0.786504615,0.887607757,709575.5816,617289.735
AZU1,0.728284632,0.026627526,0.151839698,15301.55826,37240.81421
TPSAB1,0.943290628,0.67981242,0.824434904,212469.8591,575053.6195
PAIP1,1.051391337,0.722963123,0.850565296,472669.9089,156755.8174
CLEC7A,0.893757618,0.428911272,0.643426376,71325.43086,131787.9774
ZNF131,1.080570427,0.58561517,0.761810157,101526.3448,35423.72126
DPAGT1,0.84440257,0.234937106,0.463623029,215766.5524,89768.17328
BSG,0.845693738,0.239541036,0.46856567,3125753.447,1923012.732
HINFP,1.004979532,0.971966044,0.986408455,39955.36788,13434.47817
CERS6,0.830804122,0.193466947,0.416012437,313325.2697,232790.6691
SPTLC3,1.013262487,0.92590179,0.963659942,46377.88646,45903.09503
B3GALT1,1.10641155,0.477628865,0.684373041,3138.218467,7453.521334
BPGM,0.924250426,0.578434975,0.756703865,230013.5264,96674.08658
POP7,0.809905546,0.143596353,0.355103331,672943.7438,429350.8171
SUCLG2,1.133335435,0.375523038,0.598588873,586283.5573,242707.5867
STARD5,0.764322847,0.057791596,0.221439812,10919.71163,7714.554542
CSDC2,0.773471375,0.07101682,0.248558868,17217.77261,28280.908
RCAN2,1.133048818,0.37940609,0.602474743,87094.1366,73877.01399
IL16,0.916065228,0.539488034,0.729189494,40891.18132,37474.52272
ABCG4,1.199942988,0.197946948,0.42159631,783.3286112,1305.335395
GNB2,0.849031577,0.251364086,0.478727853,1910848.066,993857.47
PDZD3,1.308948057,0.058463416,0.223049284,581.2262985,690.4991471
C2CD2L,0.945638064,0.693370691,0.832606788,62912.33944,28928.02258
ARNT2,0.661140189,0.003896388,0.061992147,202181.9236,294797.783
GNG12,1.077974981,0.595844923,0.768174178,618712.828,345202.2293
MYOZ2,1.260156934,0.107551718,0.305281222,5458.032989,120149.3936
SYNPO2,1.088245989,0.556231299,0.741457733,119497.4747,294016.8257
CLP1,0.707421817,0.016275836,0.119392343,110592.5475,48289.4247
INSL5,1.045549203,0.753798579,0.86704767,935.6818048,1935.877333
GTPBP2,0.79043461,0.099129017,0.293071823,260110.6062,130141.7341
FGGY,0.949237256,0.712395414,0.843914567,37277.94369,22717.24056
FUT9,1.234603721,0.138069278,0.348823302,4948.51992,11240.05718
TCEAL1,1.241222275,0.127598408,0.33453419,511264.5114,598439.4104
ZNF24,1.093490828,0.52772404,0.722088955,439510.0501,239080.1619
MANEA,1.149219092,0.332738894,0.560078041,91514.51535,46957.98534
RAB40A,1.282026259,0.083291317,0.27043474,3343.934786,3968.382698
MAB21L4,0.963429196,0.792810274,0.890827955,139970.1557,451695.6384
AGXT,1.362818572,0.029391306,0.159047225,3536.620399,68184.59087
AFF1,1.453986821,0.009596723,0.092589615,214699.5951,109411.941
FIBP,0.785574238,0.091632657,0.281847818,412902.4114,188306.9087
BANP,0.810847751,0.143526151,0.355103331,40214.60393,16018.67512
PPP1CA,0.771593685,0.070184082,0.247003017,1475325.036,850959.1456
HCFC1,0.915363895,0.535678009,0.726850436,285921.4435,80996.45005
CTSW,0.860034495,0.287529087,0.517483867,70770.39754,101385.8941
SNTG2,1.000639065,0.996405514,0.998387589,3325.511323,6456.231509
PDE3A,1.552616435,0.002314869,0.049934178,27825.57884,52858.51872
RASGRP1,0.598503221,0.000349607,0.025157139,69621.55795,95454.88375
SMPDL3A,1.274518988,0.089988554,0.280224525,134905.8996,132262.258
RND1,0.740757994,0.034980351,0.173554269,145938.5402,235683.8357
RAD9A,0.843849907,0.231216344,0.459732629,100422.5511,63884.54151
EFEMP2,1.242385292,0.125489439,0.331963018,228790.4219,170518.8062
AGAP5,0.944159646,0.68474274,0.82733987,2363.866684,2245.981553
WASHC2C,1.389081907,0.023101473,0.140701377,143004.3453,49959.83175
TMEM134,0.902627542,0.471153781,0.679119835,147278.5426,99048.97285
ZMAT3,1.840679907,3.55190714544303e-05,0.012774609,93924.81961,70484.3271
CCL19,0.710796409,0.016075351,0.118280537,612356.5254,1418110.747
CORO1B,0.855212155,0.276866573,0.507742718,506086.3203,320933.7542
LRRC20,0.818583503,0.159610916,0.376127947,87317.49594,124063.9726
MUS81,0.691394642,0.010348045,0.095818335,122631.5076,51243.89694
PURG,1.294533053,0.07032713,0.247146707,1807.033711,2204.529382
CFL1,0.774500029,0.0741429,0.255001913,3315300.42,1499770.761
TMCC1,1.037279133,0.795790109,0.892670189,154190.4322,54200.01213
NAA16,1.447446188,0.010392317,0.095818335,52991.60046,21209.23442
PSME3IP1,0.915119503,0.530447453,0.723359194,343974.2165,124574.2085
CBWD1,1.092974388,0.529250521,0.723077457,23112.62563,11150.16187
HOXC5,1.023467978,0.869658177,0.934515351,4039.023627,4928.086864
DCP2,0.959742468,0.771352321,0.876892816,125616.7427,60538.41601
RPL38,0.716434492,0.020027824,0.13132277,2172172.828,1600373.807
CYP7B1,1.059351532,0.68518628,0.827468732,65160.15729,76636.70709
OVOL1,1.00670309,0.962378388,0.982079023,64522.51573,48695.49015
RARG,0.840527904,0.221566368,0.449915609,267831.2116,116430.7933
CES3,1.172049743,0.262602995,0.491526228,26051.75404,54017.76138
SSH3,0.627233168,0.001312071,0.04045438,441720.226,297579.8617
CES2,1.504513157,0.00500488,0.068832762,174595.4295,64949.376
SP3,1.098548124,0.508042227,0.70650212,259703.093,85177.55269
KRT2,0.88143714,0.373161477,0.596870746,2601.824281,37634.91221
DMXL1,1.349637064,0.037929606,0.181452716,85246.50443,51722.17744
EGFL7,1.397609614,0.019420411,0.129138252,285420.3832,307996.1664
NADSYN1,0.851013052,0.256037735,0.483769524,84331.17163,58650.36393
DHCR7,0.79813858,0.112905626,0.312890151,526708.5933,558297.2057
NBEA,1.216731413,0.16835197,0.387437077,39333.74362,35490.4453
MYD88,0.645123459,0.002232582,0.049437503,396932.6349,153304.9708
OXSR1,1.312699941,0.057094946,0.220517829,228886.2098,71155.15678
SLC22A13,1.296158853,0.067353837,0.241542726,522.1764043,1893.307357
PHF8,0.937327198,0.648480302,0.803307549,157280.6588,68143.40419
ADH6,1.203758013,0.198589609,0.422444093,1457.98302,2321.515878
KAT5,0.944907709,0.688692146,0.829812658,193606.2804,56961.5495
HPSE2,1.257724726,0.112421974,0.31228613,9808.611842,26309.85049
DCAKD,1.076244993,0.604183969,0.773808666,378472.1734,163396.2608
ARPP21,0.742632014,0.036783725,0.178657472,1701.19623,13985.94554
GRK2,0.717784222,0.022855362,0.139615194,393361.6027,200039.7971
RELA,0.881163984,0.372197075,0.595818731,432942.914,122252.614
HECTD4,1.102747296,0.489284548,0.693105331,85021.38344,45115.95708
FAM222B,0.70883093,0.016576259,0.120657637,194424.8865,123360.4472
BNC2,1.393911516,0.020538269,0.132935656,24136.59474,23464.84006
HPSE,1.235556136,0.136494418,0.34607404,27747.64154,22382.59891
COQ2,0.993504571,0.963278615,0.982287018,90122.68104,42668.68707
HSPA6,0.749421801,0.044756074,0.195564562,84620.74084,331371.4931
TRMT112,0.809092548,0.139904667,0.351031232,1659283.615,935013.0378
LRRN3,1.26013155,0.106834875,0.304821053,20028.02129,44228.54559
KDM2A,0.916268544,0.537188835,0.727627544,416345.3229,220829.2881
MRPL57,0.816691981,0.156620314,0.371900448,409321.7637,218268.0705
NOC3L,1.089879426,0.546371921,0.734352675,118729.5206,41926.16694
ESRRA,0.955923684,0.75089409,0.865766204,220251.2533,135439.7506
RHOD,0.667780122,0.005890312,0.073518709,537572.2423,466095.4517
ADAMTS20,0.779836376,0.080608318,0.266395286,769.8136041,2726.69282
COMMD1,0.863466509,0.305598945,0.535005797,226914.1576,103008.2832
MTX1,0.856291894,0.275224529,0.506306111,143362.9179,62213.05564
CYSLTR1,1.150910142,0.321864445,0.550356333,26244.91119,25710.20662
CKS1B,0.854370706,0.268505616,0.499554546,317765.5441,234051.9609
ABCD2,1.056266038,0.701751043,0.837825205,13421.85325,45451.8832
ABLIM3,1.356329977,0.033538562,0.170117837,138297.4807,140664.7598
VANGL1,0.945208886,0.691235643,0.830568303,133513.1092,70402.28519
GLRX,0.926238084,0.587592524,0.763396671,106773.8232,82137.02545
IQCB1,0.94394225,0.683516283,0.826583654,190127.0587,80745.14711
SYT12,0.789084393,0.096006385,0.287709764,86833.14907,124285.9119
GOLGB1,1.082937421,0.574157863,0.754014963,519494.8003,207433.6844
SLC2A14,1.204809368,0.191929175,0.41388366,4463.947321,18972.83204
GPR137,0.766270086,0.06507116,0.23640435,181182.142,94836.67605
SNCG,1.372501554,0.027515028,0.154230994,540968.4039,1113876.906
MMRN2,1.402074037,0.019503722,0.129283394,188894.0046,181463.9425
MZT2A,0.563421973,0.000108379,0.015785534,213334.4984,201484.6345
TNKS,1.444004106,0.010687816,0.097238955,98451.8321,45264.24191
MAP3K11,0.7679531,0.064633062,0.235989479,171993.6174,73628.334
TRIB1,1.016697028,0.907439596,0.953369335,677661.3642,587949.4441
KCNK7,1.100988122,0.496040363,0.697607254,6256.722558,46570.74761
C1QB,1.107089146,0.472982076,0.680454536,1770753.887,1863000.82
C1QA,1.027402953,0.849015275,0.924395481,1903024.337,2189485.844
NDNF,1.108496385,0.467351914,0.676392496,28697.59165,54767.21517
OLR1,0.795924658,0.110964027,0.310303983,152074.51,128831.7751
DAG1,0.784010369,0.087242641,0.276719943,703168.9163,254658.5564
INSM1,0.673743586,0.006435518,0.077028691,58615.15266,376685.0352
DAB1,1.049043629,0.734829259,0.857367459,4918.494459,16248.30569
SAA1,0.981642806,0.89611927,0.947757709,2954014.451,9760993.006
EHBP1L1,0.904889471,0.483243081,0.688908683,179411.0207,100230.8779
PPP1R14B,0.822849733,0.173793212,0.393920016,1001299.126,878396.5337
ZNRD2,0.865893321,0.313939254,0.542163345,230186.146,138359.2294
SMARCC1,0.751241209,0.044603665,0.195564562,563149.4776,232554.571
PTPRM,1.294978427,0.069731255,0.245982242,124698.2627,113581.1602
FKBP2,0.631952407,0.001677858,0.043809132,764486.9819,669852.4103
VEGFB,1.032028323,0.823403819,0.908389192,1189270.526,799742.2732
PEAK1,1.459602251,0.008598666,0.088167326,54159.10988,31506.22051
TNFRSF10D,1.324826699,0.049687644,0.204607733,28550.27363,38854.45551
MST1,0.781349297,0.083291292,0.27043474,26699.86663,30372.65703
TNFRSF10C,1.337483796,0.040515569,0.18722963,24110.90181,27962.81302
GMPPB,0.81338824,0.152343745,0.366431265,113406.905,52372.87441
CSPG4,1.024245421,0.865376444,0.932400698,119115.6808,220168.9654
NABP1,1.200364031,0.202277891,0.426388391,29535.60436,27633.50222
CHD2,1.088270837,0.552039583,0.738100077,156420.9433,59422.33208
XCR1,0.844636449,0.234570015,0.46318225,6053.364352,8326.068302
CCDC106,0.597736689,0.000561343,0.029683426,162597.746,125455.5737
CCR9,0.799967826,0.115188782,0.316769151,570.7010556,1076.982302
CEP83,0.94771266,0.703931978,0.839220535,44161.78878,20104.05155
SULT1B1,1.440497345,0.011357841,0.10023801,4740.914219,40900.93958
NUDT4,1.316643595,0.053042444,0.211487502,115651.7566,65470.7527
PC,1.213114315,0.173121268,0.393383516,186454.0568,233595.5992
SCAI,1.267669726,0.099710851,0.293934202,26650.90616,13808.47744
LRFN4,0.716745894,0.020665677,0.133170237,164888.013,173100.6261
SLC19A1,0.965809071,0.806099565,0.899322834,60372.9702,39831.95395
HSPB7,1.450388805,0.009808379,0.093495232,95312.52339,527715.0419
RCE1,0.983861726,0.908701698,0.953833014,170638.883,122712.818
UQCRH,0.779040755,0.07999415,0.265381251,1610501.469,1022203.946
EIF1AX,1.090630204,0.545595115,0.733589072,495526.7538,179032.6303
PSMD1,0.96629321,0.808140889,0.900093533,585833.301,188491.8852
ADGRG2,1.551809597,0.002284955,0.049789264,9136.696784,34188.40827
MUC13,0.979225079,0.881807197,0.940962769,7918.630391,44861.00849
SUSD5,1.073096568,0.617591159,0.78330541,22669.72638,49941.945
HEG1,1.477016567,0.006870975,0.07966045,219473.4237,136790.8756
C11orf80,0.875374083,0.351099955,0.575805543,143414.8462,138769.6501
TOMM20,1.000983696,0.994461885,0.997680262,2282485.112,942728.0641
AGFG1,1.55100402,0.002843735,0.05464708,206041.0261,88981.52858
STAT5B,1.228029686,0.153601761,0.367774151,308351.9964,160189.1358
CD7,0.607147618,0.00059128,0.029785081,47356.96977,71955.56852
CNP,0.825624544,0.17922777,0.400459128,354578.3506,164756.3392
JUP,0.851861591,0.26065335,0.489295132,2172928.869,1380231.68
HAP1,0.891195411,0.414786553,0.632807858,5729.759366,18909.35414
TDRD12,1.281407751,0.082777735,0.270197633,15138.33718,64953.44489
EIF1,1.268411255,0.095108859,0.286623019,3216519.048,1415808.115
KCNH6,0.822222725,0.171083924,0.391044347,2962.859151,19030.31321
PLK3,1.484490339,0.0064022,0.076934591,121882.28,78394.48555
NET1,0.998104929,0.989301441,0.994401356,1049991.889,644483.0487
DPY19L1,1.0124396,0.930304904,0.966005265,105462.4322,71198.18326
PHC3,1.451327339,0.009755538,0.093450636,84553.5414,56487.35457
CBX2,1.02975638,0.835657738,0.916751563,100594.855,139171.84
SPTBN2,0.697833112,0.012573324,0.105788676,175625.8474,405629.4839
GOLIM4,1.197783533,0.202741567,0.426809733,290272.3261,145575.9306
RBM4B,0.966117914,0.808327515,0.90011029,115924.5436,53655.8165
HOXB2,0.847189402,0.242755167,0.470823736,380558.1735,569863.4354
C1QTNF1,1.184986422,0.232537433,0.461325143,176555.4118,236160.7675
MARCHF3,1.027087404,0.84995362,0.924723529,36627.71333,33468.18525
SLCO4C1,0.984865,0.914308004,0.95694941,4910.269934,13401.67419
RBM4,0.685786876,0.009340153,0.091142966,82692.03601,49164.21716
TCAP,1.13427802,0.374768496,0.597938016,78264.00733,1906374.553
CCS,0.725919423,0.025927995,0.149813625,300710.7758,269941.0884
GNG5,0.703506417,0.014320755,0.112038751,1737515.667,899306.1108
SLC25A30,1.251121359,0.11689174,0.319201319,68528.18578,39227.6593
CD34,1.330613247,0.048620281,0.202819384,222144.4516,229659.5946
CTSF,1.598511752,0.001156921,0.038580856,816195.7272,886005.2125
LEMD3,1.420864612,0.014748766,0.112615317,153347.0903,67988.26636
TLR1,1.143496244,0.344841964,0.570110751,56352.00254,48257.56447
TLR6,1.031998513,0.823773611,0.908548415,25865.13791,28092.62648
GSTA3,0.89095893,0.416039551,0.633774908,11262.81385,72073.32055
ZDHHC24,0.751844298,0.047614826,0.200453596,109037.6433,67417.9919
SELP,1.03266071,0.821507967,0.907457037,69395.85801,84443.97106
MGA,1.390135666,0.02244631,0.138859556,77543.64064,40201.78318
PIGG,0.932219659,0.620934297,0.785031867,96600.02028,33713.68219
PRPF8,1.275709081,0.087414702,0.276719943,670790.614,243334.2876
ADCY6,1.491355349,0.005154408,0.069777865,236915.2258,123577.6345
PITPNA,1.028162689,0.84450901,0.92224656,464274.297,142881.333
DDX23,1.025465937,0.861039192,0.930505228,556781.5538,169220.6772
ZNF80,0.738481548,0.033836839,0.170625172,1391.607237,2456.026127
ZNHIT2,0.86458015,0.307554602,0.537154318,220078.2699,196507.6503
TNK1,0.973750846,0.850848446,0.925169533,147168.6188,84853.90819
ZHX3,1.509482318,0.004222842,0.064526685,76753.81067,41108.38859
PHLDA3,1.203147614,0.191427513,0.413352116,376334.1549,306594.5025
CHRNA9,0.677536336,0.006999833,0.080057698,51075.92133,482744.7846
EXO1,0.902023507,0.467384421,0.676392496,77499.86375,76125.01516
RALGAPA1,1.125715008,0.40260862,0.622523474,51235.35608,27771.55458
LIG4,1.357599972,0.032380859,0.167144408,72870.46368,32278.30317
GTF2IRD2B,0.98175852,0.896621218,0.947757709,26559.78656,12431.28688
ATP2A2,0.946744673,0.698399947,0.836150407,502552.6356,472544.9497
ZWILCH,0.780708392,0.08157589,0.268126955,102468.0059,52531.60174
RPL4,0.856104824,0.272859795,0.503988093,5183510.246,2647348.198
SNAPC5,0.87857988,0.360345561,0.585119877,159753.7032,53225.03756
CNTNAP2,0.719418367,0.022113498,0.1377611,79670.10421,165765.0387
BBS1,0.83234213,0.198560613,0.422444093,10815.85482,7381.676325
DENND4A,1.45751206,0.010080741,0.094921644,70824.32644,32445.66191
ANKRD36C,1.365914993,0.031931484,0.165799726,14764.95453,46709.36841
MRPL11,0.796280694,0.108875183,0.307449681,322520.5657,218894.6818
IL20RB,1.335345225,0.041797423,0.190097129,17036.78189,132918.8415
AKIRIN1,1.136846508,0.366319986,0.590537714,513040.2042,198030.6421
MSL2,0.953099751,0.733905772,0.857133308,214002.7712,61778.29196
CMKLR1,1.09449784,0.525211098,0.720280994,72974.63368,66715.75881
ANGEL2,0.860491424,0.288430549,0.518064976,137984.5165,54680.65193
UGT8,1.140188009,0.356589692,0.580883313,39220.28431,97817.03389
IQCK,0.963471465,0.792435739,0.890758154,70711.35391,37969.76389
SLCO2A1,1.239766793,0.131912125,0.340090783,123106.574,89164.35231
ZNF266,0.983475696,0.906614184,0.952965731,143248.3558,66939.2276
SLC29A2,0.637700756,0.001869551,0.045677999,164555.1867,137501.8094
BRSK2,0.931494774,0.616643107,0.782635015,8858.488441,21160.78253
B4GAT1,1.166718469,0.276021981,0.506831416,278030.4376,168151.0362
LEP,1.180863433,0.245287878,0.47359999,258593.6854,1221799.331
RESF1,1.01707661,0.905150725,0.952288845,236560.9859,163035.0616
LARP7,1.232436884,0.143146219,0.354775261,268140.0201,70875.3183
NR1D2,1.388770082,0.022637543,0.139128247,238154.3825,129135.4239
BRMS1,0.651774134,0.003289049,0.058472526,483297.6102,330598.9239
RPL15,0.928787378,0.602284935,0.77252229,2719559.126,1031358.064
HRAS,0.637950753,0.002234946,0.049437503,389556.2949,344955.8465
SRP72,1.04129376,0.775045644,0.879422999,727037.6007,286821.0914
RIN1,0.744629575,0.039504866,0.184748288,37823.76843,39260.02721
CEP135,1.072841989,0.619321448,0.783929524,34502.9965,15625.36831
FZD4,1.167274036,0.276578125,0.507290692,218281.2609,361988.7408
CD248,1.158359263,0.301187509,0.530748558,534135.517,704873.7222
BTC,1.519208575,0.003889155,0.061992147,32913.94734,37843.4012
PDZK1,1.009213275,0.948322274,0.975765424,187215.4462,431882.6908
ADGRE1,0.798375318,0.11596191,0.317998731,8249.424959,10628.83262
PDE12,1.084948293,0.564662602,0.746953292,100661.3981,33626.00808
GLMN,0.869830662,0.32433083,0.552230339,72564.77812,38399.1306
YIF1A,0.94264086,0.678559122,0.823852689,645366.4924,410678.5828
RSRC1,1.244705841,0.123252417,0.328990609,132435.0603,43775.74381
RAB1B,0.941111153,0.670929357,0.81912921,2560152.277,1345639.787
PTDSS2,0.828022542,0.186060702,0.407553511,107291.0127,59412.71566
SEZ6L2,0.984414645,0.911520196,0.955231675,436941.9472,474240.6262
ASPHD1,0.804729857,0.126370443,0.332758068,51718.15694,105573.6406
KCTD13,0.79881975,0.114889321,0.31637745,106885.8116,59590.76255
P2RY14,1.189142565,0.233138584,0.461824389,19529.3973,24372.11129
